id,vehicle_id,latitude,longitude,speed,heading,accuracy,timestamp,province_id,district_id
159700,100,7.47772408,80.60733044,48.64,137.04,5.10,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),2,5
164491,103,7.73717450,81.69326062,53.05,67.34,4.10,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),5,16
166088,104,7.48636638,80.36393399,50.62,248.33,4.97,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),6,18
175670,110,6.11944227,81.09400873,56.51,258.97,8.01,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),3,9
177267,111,9.39787470,80.37295902,43.59,327.68,9.34,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),4,11
161297,101,6.11306611,81.11469077,48.94,183.79,5.94,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),3,9
162894,102,8.98778743,79.89166392,47.45,83.73,3.57,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),4,12
172476,108,6.91395798,79.84611500,54.65,161.80,6.77,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),1,1
174073,109,7.47646428,80.62306873,51.92,62.03,6.44,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),2,5
23955,15,7.93667367,81.03265750,46.38,46.72,8.81,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),7,21
25552,16,6.99886594,81.04323567,45.39,232.35,6.01,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),8,22
12776,8,6.71748909,80.38913384,43.52,213.40,7.22,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),9,24
14373,9,6.95139410,79.86155329,45.09,10.01,4.61,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),1,1
1597,1,7.46775295,80.63702209,48.56,275.84,6.32,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),2,5
3194,2,6.12314808,81.10565844,43.33,64.93,3.76,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),3,9
7985,5,8.02689860,79.82210738,57.67,303.79,8.62,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),6,19
9582,6,8.31262191,80.40765104,41.08,233.53,3.84,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),7,20
11179,7,6.87471988,81.34088643,48.19,53.37,9.89,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),8,23
19164,12,8.99885053,79.92496669,44.59,132.47,3.69,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),4,12
20761,13,7.72734415,81.70151458,48.02,140.19,7.00,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),5,16
22358,14,7.48105558,80.36063261,49.98,170.01,4.64,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),6,18
4791,3,9.25120858,80.81458040,43.75,138.45,8.44,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),4,13
6388,4,7.72023760,81.69226138,48.83,60.92,9.41,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),5,16
15970,10,7.47107294,80.63420276,43.95,17.77,6.35,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),2,5
17567,11,6.12238476,81.13871113,55.09,306.82,4.51,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),3,9
100611,63,6.93729621,79.86244759,50.98,219.15,7.40,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),1,1
102208,64,7.45258490,80.61098340,47.88,289.29,4.58,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),2,5
103805,65,6.10223683,81.13055519,41.96,266.89,3.16,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),3,9
89432,56,6.11462249,81.12697228,46.15,102.58,5.54,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),3,9
91029,57,8.99944128,79.89358187,51.42,164.83,3.61,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),4,12
92626,58,7.73036812,81.68362001,40.95,256.71,8.04,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),5,16
78253,49,7.73890492,81.66967205,55.17,225.44,6.68,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),5,16
79850,50,7.48413529,80.36680610,46.82,183.00,3.08,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),6,18
81447,51,7.94034711,81.02840904,45.33,10.92,7.37,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),7,21
86238,54,6.91104921,79.85494165,44.03,77.15,8.74,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),1,1
87835,55,7.47769094,80.58721049,45.31,157.92,5.87,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),2,5
97417,61,6.88732851,81.35182116,53.33,24.71,7.48,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),8,23
99014,62,6.71289099,80.39943443,43.44,180.49,3.48,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),9,24
83044,52,6.98973243,81.08213323,41.97,282.17,6.04,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),8,22
84641,53,7.23190393,80.35384537,59.25,276.44,4.00,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),9,25
94223,59,8.02348915,79.82484592,43.32,19.02,9.72,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),6,19
95820,60,8.32248831,80.39614356,54.79,233.54,9.61,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),7,20
231565,145,7.49583685,80.62658443,54.19,140.23,3.40,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),2,5
233162,146,6.12573365,81.11337770,51.58,167.39,8.82,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),3,9
220386,138,9.25775702,80.79867458,46.79,39.27,6.49,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),4,13
221983,139,7.72358219,81.67273261,59.61,195.88,6.49,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),5,16
209207,131,8.02205688,79.82332823,59.17,0.89,5.30,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),6,19
210804,132,8.32965179,80.41806565,43.45,120.72,8.61,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),7,20
215595,135,6.90864427,79.86507300,57.19,299.80,8.74,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),1,1
217192,136,7.49002989,80.62505742,59.32,297.78,6.84,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),2,5
218789,137,6.11970070,81.10657841,56.95,306.74,5.93,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),3,9
226774,142,7.01337360,81.04322835,56.10,96.06,8.17,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),8,22
228371,143,7.24190290,80.34050374,59.82,149.60,5.50,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),9,25
229968,144,6.93233122,79.86473804,56.05,10.24,4.81,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),1,1
212401,133,6.88418225,81.33921654,49.55,178.14,8.08,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),8,23
213998,134,6.69270282,80.38692865,46.34,200.88,7.12,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),9,24
223580,140,7.48917766,80.36299078,45.12,67.01,7.15,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),6,18
225177,141,7.93486495,81.01945517,49.95,315.25,5.10,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),7,21
75059,47,6.11956593,81.13096326,59.89,300.18,4.78,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),3,9
76656,48,9.28112134,80.79806105,58.07,142.75,9.63,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),4,13
63880,40,7.73534620,81.67000430,44.32,254.25,3.32,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),5,16
65477,41,8.04020532,79.82582974,53.13,46.39,5.09,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),6,19
52701,33,7.94376400,80.99849661,57.86,259.92,9.14,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),7,21
54298,34,6.99639162,81.03644123,48.40,248.42,3.54,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),8,22
60686,38,6.09179852,81.11667533,47.56,136.10,9.94,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),3,9
62283,39,8.74266564,80.49836518,58.39,159.20,7.08,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),4,14
71865,45,6.92160046,79.85690052,48.05,188.27,7.71,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),1,1
73462,46,7.48078877,80.62289054,54.97,272.79,6.83,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),2,5
55895,35,7.24782422,80.33117442,45.97,187.80,9.03,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),9,25
57492,36,6.92544244,79.85312408,40.98,232.24,9.69,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),1,1
59089,37,7.46974221,80.62424267,49.29,114.34,3.48,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),2,5
67074,42,8.32405173,80.39253583,44.77,259.69,5.06,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),7,20
68671,43,6.87102427,81.35287656,56.66,0.16,3.27,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),8,23
70268,44,6.72880436,80.39665902,45.36,356.40,5.85,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),9,24
204416,128,6.13386698,81.12950271,46.69,341.69,6.42,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),3,9
206013,129,8.72690795,80.50843417,53.28,211.51,9.82,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),4,14
207610,130,7.72883961,81.66188987,46.10,121.93,4.58,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),5,16
193237,121,7.72766680,81.68608795,46.86,85.79,7.93,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),5,16
194834,122,7.49011302,80.38307022,44.15,276.71,8.88,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),6,18
196431,123,7.95384611,81.00494297,57.46,52.22,8.74,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),7,21
182058,114,8.31469628,80.41591920,53.57,169.06,6.35,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),7,20
183655,115,6.89448912,81.35490649,46.35,239.20,9.20,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),8,23
185252,116,6.70742874,80.39681161,42.35,226.37,8.74,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),9,24
190043,119,6.14237073,81.11676866,41.73,166.68,8.71,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),3,9
191640,120,9.67241480,80.02030503,58.54,65.89,6.05,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),4,10
201222,126,6.92144745,79.88410399,41.34,192.78,6.71,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),1,1
202819,127,7.45656269,80.62586305,59.42,178.64,9.79,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),2,5
186849,117,6.94197192,79.86909653,44.38,256.72,6.61,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),1,1
188446,118,7.48274057,80.62746566,41.68,301.27,9.84,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),2,5
198028,124,6.98479672,81.06271493,57.18,61.58,4.68,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),8,22
199625,125,7.26309496,80.33463994,47.18,48.35,3.65,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),9,25
282669,177,7.94609420,81.00326031,51.74,17.75,9.22,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),7,21
284266,178,6.98923579,81.06529346,54.99,239.16,3.97,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),8,22
285863,179,7.25654229,80.35257916,53.91,350.80,6.09,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),9,25
271490,170,6.72942816,80.37897340,42.26,264.62,4.63,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),9,24
273087,171,6.93890979,79.87702850,44.94,179.21,8.90,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),1,1
274684,172,7.46821687,80.63438974,55.09,91.32,5.98,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),2,5
260311,163,7.44824721,80.62895901,46.75,286.08,5.04,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),2,5
261908,164,6.12094926,81.12288519,42.91,334.86,3.38,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),3,9
263505,165,9.68087004,80.02400546,40.24,120.20,4.44,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),4,10
268296,168,8.30380596,80.40997306,56.41,19.45,6.68,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),7,20
269893,169,6.85650156,81.37314288,47.37,186.26,9.36,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),8,23
279475,175,7.73085678,81.65340229,52.44,245.16,3.97,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),5,16
281072,176,7.47123565,80.35835337,56.60,60.23,3.37,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),6,18
265102,166,7.74677280,81.67591123,47.93,4.93,7.77,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),5,16
266699,167,8.01604044,79.83052218,44.49,279.55,5.96,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),6,19
276281,173,6.13191064,81.14208219,58.73,248.40,7.34,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),3,9
277878,174,8.74645280,80.47745851,54.32,10.03,8.08,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),4,14
153312,96,8.28842647,80.40511712,50.15,332.63,3.25,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),7,20
154909,97,6.87010429,81.35676249,59.95,163.72,8.81,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),8,23
142133,89,7.24624342,80.36111991,56.03,171.62,8.71,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),9,25
143730,90,6.92340868,79.86492319,41.91,201.04,9.75,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),1,1
130954,82,7.45426966,80.61372854,40.33,224.02,4.45,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),2,5
132551,83,6.11343097,81.11983684,46.36,279.51,9.64,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),3,9
138939,87,7.92160780,81.01860721,40.37,244.86,9.18,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),7,21
140536,88,6.98762618,81.05853135,43.09,296.89,9.78,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),8,22
150118,94,7.72916971,81.68732029,54.88,208.69,8.22,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),5,16
151715,95,8.02539539,79.81727923,52.57,59.68,3.15,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),6,19
134148,84,8.73878745,80.49838458,53.09,102.66,9.72,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),4,14
135745,85,7.73282885,81.67915964,47.85,51.26,6.14,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),5,16
137342,86,7.48866988,80.36022790,42.65,348.09,7.78,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),6,18
145327,91,7.48939093,80.62783419,59.75,103.09,9.52,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),2,5
146924,92,6.13643417,81.11601604,55.42,21.16,5.43,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),3,9
148521,93,9.26026936,80.81296163,42.19,287.73,6.18,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),4,13
49507,31,7.71040381,81.67836774,58.61,15.07,9.13,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),5,16
51104,32,7.48634002,80.35258350,54.57,14.20,8.09,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),6,18
38328,24,8.32277563,80.41660042,59.17,282.30,9.37,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),7,20
39925,25,6.86621060,81.34799740,47.61,171.11,5.07,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),8,23
27149,17,7.25960647,80.32987988,42.25,214.05,7.96,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),9,25
28746,18,6.93126612,79.85479765,56.71,36.53,4.03,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),1,1
35134,22,7.73380379,81.68087815,59.65,29.43,5.25,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),5,16
36731,23,8.01860625,79.82788005,53.16,31.94,3.20,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),6,19
46313,29,6.12063597,81.11165816,43.79,221.53,3.39,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),3,9
47910,30,9.64687627,80.02409995,59.26,180.27,4.08,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),4,10
30343,19,7.46400972,80.63958872,48.66,4.29,3.36,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),2,5
31940,20,6.11832635,81.13190608,42.10,87.13,4.52,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),3,9
33537,21,9.40174995,80.38092929,56.52,9.83,5.92,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),4,11
41522,26,6.70058169,80.38214927,44.87,160.13,7.51,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),9,24
43119,27,6.90995191,79.83943520,44.89,154.47,8.33,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),1,1
44716,28,7.45819116,80.61085415,49.87,236.10,4.57,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),2,5
127760,80,6.71573333,80.37727967,56.59,215.73,8.71,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),9,24
129357,81,6.92240984,79.84947885,49.99,189.49,8.50,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),1,1
116581,73,7.44041501,80.61567816,40.11,292.12,5.66,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),2,5
118178,74,6.11616232,81.11118824,55.16,79.12,8.54,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),3,9
105402,66,9.35988324,80.38975454,42.65,119.33,6.90,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),4,11
106999,67,7.73130193,81.67355133,48.80,27.64,4.36,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),5,16
111790,70,7.00155650,81.04383239,40.21,144.83,8.75,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),8,22
113387,71,7.25156292,80.33475274,41.96,12.40,7.21,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),9,25
114984,72,6.91681521,79.84698205,59.28,60.48,9.71,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),1,1
122969,77,8.02670229,79.82570474,58.29,40.66,8.84,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),6,19
124566,78,8.30581770,80.41651963,58.29,291.87,9.57,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),7,20
126163,79,6.87060755,81.36333455,50.00,333.52,6.10,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),8,23
108596,68,7.48169510,80.36462180,41.40,200.90,3.09,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),6,18
110193,69,7.93789751,81.02066360,58.88,175.02,5.26,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),7,21
119775,75,9.66211601,80.01614389,41.32,93.08,5.21,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),4,10
121372,76,7.71462952,81.69517957,44.02,101.33,3.42,Wed Apr 29 2026 18:18:27 GMT+0530 (India Standard Time),5,16
119774,75,9.66021845,80.01565343,50.66,345.13,6.02,Wed Apr 29 2026 18:13:27 GMT+0530 (India Standard Time),4,10
121371,76,7.71568245,81.69482912,54.82,194.73,4.21,Wed Apr 29 2026 18:13:27 GMT+0530 (India Standard Time),5,16
105401,66,9.35832193,80.38777984,41.28,315.09,8.06,Wed Apr 29 2026 18:13:27 GMT+0530 (India Standard Time),4,11
106998,67,7.73257887,81.67437654,50.50,66.71,9.07,Wed Apr 29 2026 18:13:27 GMT+0530 (India Standard Time),5,16
127759,80,6.71730978,80.37826067,46.73,97.05,7.20,Wed Apr 29 2026 18:13:27 GMT+0530 (India Standard Time),9,24
129356,81,6.92272396,79.84931425,57.55,123.05,9.02,Wed Apr 29 2026 18:13:27 GMT+0530 (India Standard Time),1,1
116580,73,7.44208224,80.61756723,50.07,148.50,8.38,Wed Apr 29 2026 18:13:27 GMT+0530 (India Standard Time),2,5
118177,74,6.11486467,81.11168061,58.29,349.40,3.72,Wed Apr 29 2026 18:13:27 GMT+0530 (India Standard Time),3,9
108595,68,7.48161190,80.36524593,50.68,74.55,9.20,Wed Apr 29 2026 18:13:27 GMT+0530 (India Standard Time),6,18
